customer,overageMax,overageMin,revenueTotal,overage,recchrge,revenue,revenueChange,custcareTotal,mouTotal,custcare,custcareLast,directas,directasLast,dropvce,dropvceLast,mou,mouChange,outcalls,peakOffPeak,peakOffPeakLast,roam,occupation,regionType,marry,children,income,credit,creditCard,churn
1003172,350.96548398,312.72702933,862.08,329.37465302,54.98,143.68,0.5037372355,12,11040.629637,2,12,2.6666666667,2,20.5,17,1840.1049395,41.134918969,636.66666667,1.0682187331,1.0684039088,0,professional,suburban,yes,false,8,a,true,false
1003181,0.4962185609,0,186.32,0.314155475,29.99,31.053333333,-0.785634276,0,840.76454881,0,0,0,0,0,0,140.1274248,-0.924203592,63.333333333,1.3170731707,1.3333333333,0,,,yes,false,6,c,true,true
1003182,0,0,153.94,0,30,30.788,0.023840627,0,975.24353901,0,0,0,0,0,0,195.0487078,0.4921232353,47.4,2.5373134328,2.5714285714,0,,,unknown,false,0,b,false,false
1003196,0,0,224.95,0,44.99,44.99,0.4350877193,0,1736.7424529,0,0,0,0,14.8,15,347.34849058,0.6470183015,44,0.5277777778,0.5172413793,0,professional,suburban,no,false,6,a,true,false
1003197,21.656437827,18.598910146,302.97,19.82944004,44.99,50.495,0.1731495888,27,7188.0279506,4.5,27,0,0,7.3333333333,7,1198.0046584,2.3169539611,345.5,0.3045940843,0.3027888446,2,,,yes,false,1,c,false,false
1003210,0,0,206.71,0,29.99,34.451666667,-0.365668814,0,781.98070461,0,0,1,1,1.5,1,130.33011743,-0.881826581,48,2.0315789474,2.0625,1,professional,,yes,true,6,a,true,true
1003212,12.986819705,12.986819705,32.45,12.986819705,29.99,32.45,-0.030764636,0,80.007478038,0,0,1,1,2,2,80.007478038,-0.402997974,37,36,36,0,,suburban,unknown,false,0,gy,false,true
1003216,0,0,79.98,0,39.99,39.99,0.232357473,0,577.96653988,0,0,0,0,4.5,5,288.98326994,2.4740515975,126,1.0487804878,1.0508474576,0.5,,rural,unknown,false,0,a,false,false
1003233,30.217253688,28.690009817,268.98,29.70341857,84.99,89.66,1.2225556389,0,1398.7777441,0,0,0.3333333333,0,6.3333333333,5,466.25924804,0.6892814527,164.66666667,2.0683229814,2.0740740741,0,professional,,yes,true,6,b,true,false
1003236,0,0,62.14,0,10,10.356666667,-0.887488749,0,2788.4020331,0,0,0,0,4.5,4,464.73367219,0.059666446,123.83333333,5.1916666667,5.2857142857,0,,suburban,unknown,false,0,c,false,false
1003253,0,0,188.22,0,30,31.37,2.112,0,754.07303293,0,0,0.5,1,2,2,125.67883882,-0.746139397,69.666666667,4.9714285714,4.8333333333,0,professional,,yes,true,6,a,true,true
1003268,17.284092359,14.451743351,117.16,15.788172696,10,19.526666667,-0.393316195,0,1232.1894897,0,0,1,1,1,1,205.36491495,0.4848406153,44.333333333,2.4545454545,2.4166666667,1,,town,yes,false,8,a,true,false
1003280,136.975005,136.975005,91.8,136.975005,44.99,91.8,3.8622881356,0,569.05558779,0,0,0,0,37,37,569.05558779,2.034181144,146,1.2461538462,1.2461538462,0,,town,no,true,9,gy,true,false
1003281,0,0,419.94,0,69.99,69.99,-0.237581699,0,2900.0267011,0,0,0,0,13,14,483.33778352,-0.123896991,221.5,3.4006622517,3.4038461538,0,professional,suburban,yes,false,9,a,true,true
1003292,0,0,103.73,0,16.99,17.288333333,-0.753250464,0,231.13506968,0,0,0,0,0,0,38.522511613,-0.923199504,19,1.7804878049,1.7142857143,0,professional,suburban,yes,true,9,a,true,true
1003302,0,0,68.56,0,16.99,17.14,0.0185292415,0,254.066974,0,0,0,0,0,0,63.516743501,0.8215137146,14.75,13.75,15,0,self-employed,town,yes,false,7,a,true,false
1003303,0,0,156.45,0,16.99,26.075,0.4457077885,0,525.91653524,0,0,1,1,2.6666666667,3,87.652755873,0.3690254028,29.666666667,1.3116883117,1.2857142857,4.8333333333,,,unknown,false,0,gy,false,false
1003323,44.462168342,39.246857245,93.41,41.854512793,30,46.705,0.8505701927,0,678.59720405,0,0,0,0,1.5,2,339.29860202,2.5641708874,103,2.1212121212,2.1212121212,0,,town,unknown,false,0,a,false,false
1003329,0,0,181.96,0,29.99,30.326666667,-0.362728432,0,986.63488041,0,0,0,0,1,1,164.43914674,-0.499222013,36.166666667,0.2191011236,0.2258064516,0,,suburban,no,false,6,a,true,true
1003353,0,0,61.31,0,10,10.218333333,-0.661887296,0,23.037057948,0,0,0,0,0,0,3.839509658,-0.976175997,2,1,1,0,,,no,false,6,a,true,true
1003355,15.632631859,13.590105454,152.27,14.214524602,30,38.0675,2.7347140039,0,713.19246152,0,0,0,0,7.75,6,178.29811538,42.48756445,90,1,1,0,,suburban,no,true,6,c,true,false
1003369,0,0,269.94,0,44.99,44.99,0.1880116187,20,1454.0220301,3.3333333333,20,0,0,5.5,5,242.33700502,0.3048398749,89,3.2380952381,3.25,1.3333333333,crafts,,yes,true,6,a,true,false
1003383,10.564877519,9.2419997728,131.06,9.877531913,16.99,21.843333333,-0.532785063,0,452.34117934,0,0,0,0,1.8333333333,2,75.390196557,-0.6469744,51.5,1.7105263158,1.6666666667,0,,suburban,yes,false,9,a,true,true
1003384,0,0,67.22,0,16.61,16.805,-0.193149382,0,6.1176703934,0,0,0,0,0,0,1.5294175983,-0.983005069,0,,,0,professional,suburban,yes,true,9,b,true,true
1003395,5.515090081,5.0334356603,458.83,5.229176786,36.02,91.766,4.4599056604,23,2400.7924412,4.6,23,0,0,6,5,480.15848824,317.06112161,156,8.75,8.5333333333,3.8,professional,,yes,false,9,b,true,false
1003402,12.966314538,11.299655381,208.47,12.075878261,30,34.745,-0.618790497,12,3287.8366253,2,12,0,0,4.8333333333,5,547.97277089,0.2235204825,318,0.4802172227,0.4786729858,0,,,unknown,false,0,z,false,false
1003414,82.111517946,68.704973115,342.8,75.953119976,16.99,57.133333333,0.5759206799,0,990.19430662,0,0,0,0,2,2,165.03238444,-0.690757015,110.16666667,1.644,1.6428571429,0,professional,suburban,yes,true,7,a,true,true
1003425,203.96769935,175.75895614,334.26,188.98014608,29.99,83.565,0.4946971059,0,3435.6695951,0,0,0,0,2.5,2,858.91739878,4.0486596033,194.75,1.1578947368,1.1590909091,0,,suburban,yes,true,7,c,true,false
1003432,828.93601211,688.0754791,2063.32,759.41649664,75,343.88666667,3.1921828022,0,15464.611588,0,0,5.1666666667,6,5.1666666667,6,2577.4352647,1.9245597288,817.5,4.4865771812,4.485915493,0,professional,town,no,false,1,a,true,false
1003444,0,0,31.79,0,29.99,31.79,-0.908801423,0,144.16315569,0,0,1,1,1,1,144.16315569,-0.94130356,72,1.3225806452,1.3225806452,0,,,no,false,4,c,true,true
1003454,0,0,103.52,0,16.99,17.253333333,-0.465555206,0,291.1206867,0,0,0,0,1,1,48.520114451,-0.668206635,14.833333333,2.8695652174,2.75,0,professional,suburban,yes,false,7,a,true,true
1003473,3.9912758489,3.8225261319,37.9,3.9069009904,16.99,18.95,0.1318422602,0,143.14423701,0,0,0,0,1,1,71.572118505,0.5757732835,35.5,0.775,0.7619047619,0,,,unknown,false,3,c,false,false
1003480,124.56710557,116.95723424,481.93,120.14633749,16.99,80.321666667,2.9724388976,0,1321.7733894,0,0,0,0,1,1,220.2955649,1.8198720596,86.333333333,3.2459016393,3.2,0,professional,suburban,no,false,6,b,true,false
1003501,16.101330556,13.615209567,140.64,15.266264019,16.99,23.44,-0.682811886,0,649.68827753,0,0,0,0,1,1,108.28137959,-0.467738471,55.666666667,10.928571429,10.6,0,professional,,yes,true,7,a,true,true
1003507,0,0,121.75,0,30,30.4375,0.26702435,4,878.75707544,1,4,0,0,1,1,219.68926886,0.9600416251,26.5,0.7966101695,0.8,0,clerical,suburban,no,false,2,b,true,false
1003517,0,0,103.39,0,16.99,17.231666667,-0.439413681,0,168.00126045,0,0,0,0,0,0,28.000210075,-0.882728963,5,0.6666666667,0.6666666667,0,retired,,yes,false,5,a,true,true
1003518,0,0,299.95,0,59.99,59.99,2.4857640906,0,452.25024843,0,0,0,0,1,1,90.450049687,2.4249649899,18.2,0.6545454545,0.6363636364,1,,,unknown,false,0,a,false,false
1003540,141.03621778,119.40243857,706.25,133.04521659,75,117.70833333,0.8941490248,6,15201.735527,1,6,1.8333333333,2,1,1,2533.6225879,27.149391276,383.16666667,0.8937397035,0.895,0,professional,suburban,unknown,true,3,a,true,false
1003543,70.539717327,58.772970281,196.36,65.038682186,16.99,49.09,-0.55267095,0,730.49508101,0,0,2.75,3,2.25,2,182.62377025,-0.923403437,62.5,2.125,2.1428571429,0,,,yes,false,4,a,true,true
1003556,0,0,108.01,0,16.99,18.001666667,-0.662207358,0,391.88216913,0,0,0.6666666667,0,1.5,2,65.313694855,-0.64276907,37.5,2.8793103448,2.9,0,professional,town,yes,true,7,a,true,true
1003562,0,0,69.61,0,16.99,17.4025,-0.001747234,0,40.163373324,0,0,0,0,0,0,10.040843331,-0.855919833,0,,,0,,,yes,false,5,a,true,true
1003577,0,0,435.76,0,16.99,87.152,4.3197199533,0,941.9836861,0,0,0,0,1.4,1,188.39673722,18.027605286,2,I,I,68.4,,suburban,no,false,6,a,true,false
1003579,0,0,106.47,0,16.99,17.745,-0.81169116,0,292.42426851,0,0,0,0,0,0,48.737378085,-0.746349874,22.5,0.4516129032,0.4666666667,1,self-employed,suburban,unknown,true,9,a,true,true
1003593,0,0,103.42,0,16.99,17.236666667,0.0390215492,0,103.66137057,0,0,0,0,0,0,17.276895094,-0.67435616,9.5,0.3902439024,0.3333333333,0,clerical,,yes,false,9,a,true,true
1003602,6.549807097,5.9339781175,49.31,6.2418926073,16.99,24.655,0.399103139,0,185.31953769,0,0,0,0,0,0,92.659768843,4.7795146272,17.5,0.4,0.4166666667,0,,town,no,false,7,a,true,false
1003608,5.3382734022,4.5539718269,116.13,4.8811851605,16.99,19.355,-0.227163462,0,420.25177023,0,0,0,0,0,0,70.041961705,-0.166478478,17.666666667,0.6825396825,0.7272727273,0,professional,,yes,true,7,a,true,true
1003624,40.35780785,35.369986457,430.63,38.065710255,49.99,71.771666667,2.8061171591,6,4538.1844921,1,6,5.1666666667,6,16,15,756.36408202,8.517840284,210.83333333,1.619047619,1.6184210526,0,,,no,false,6,a,false,false
1003626,143.12053511,143.12053511,113.7,143.12053511,77.37,113.7,0.548624353,0,1171.5080138,0,0,1,1,6,6,1171.5080138,0.6448361548,460,3.3396226415,3.3396226415,1,,,unknown,false,0,a,false,false
1003647,0,0,103.35,0,16.99,17.225,-0.847405453,0,421.10800635,0,0,0,0,0,0,70.184667724,-0.943922754,14.166666667,1.7419354839,1.6,0,,suburban,unknown,false,8,a,true,true
1003657,4.2892169311,3.8981796932,136.32,4.0766301449,29.99,34.08,0.9665706052,0,876.34805434,0,0,3.25,3,4.5,5,219.08701359,2.5108322348,117.75,2.5681818182,2.5428571429,0,,,unknown,false,8,a,true,false
1003669,27.866407351,24.563786842,382.28,26.509899773,59.99,76.456,1.2617233294,5,3744.7439528,1,5,1.6,1,7,7,748.94879055,2.3628617621,387.6,1.2250287026,1.2277777778,0,,,unknown,false,4,a,true,false
1003681,29.344145052,0,363.15,9.017776122,59.99,60.525,-0.222625373,15,5780.4652834,2.5,15,0,0,1,1,963.41088057,0.2269098521,335.5,1.0925155925,1.0949367089,0,,,yes,true,7,a,true,false
1003692,0,0,179.96,0,44.99,44.99,-0.250041674,6,2008.4689856,1.5,6,0,0,16,17,502.1172464,-0.457254783,131.5,0.771043771,0.7763157895,0,,,no,false,5,de,true,true
1003699,197.69786842,176.0545004,709.06,186.4307921,69.99,118.17666667,1.6570348966,0,5323.2670958,0,0,1,1,2,2,887.21118263,0.5658283763,386,2.4827067669,2.4851485149,0,,town,yes,true,6,a,true,false
1003702,0,0,4.97,0,0,4.97,-0.958423959,0,0,0,0,0,0,0,0,0,-1,0,,,0,professional,,no,false,5,a,true,true
1003710,0,0,25,0,5,5,0.0060362173,0,0,0,0,0,0,0,0,0,,0,,,0,,,unknown,false,7,b,true,true
1003716,0,0,104.68,0,16.99,17.446666667,2.398,0,3.0307215538,0,0,0,0,0,0,0.505120259,I,0,,,0,professional,rural,yes,true,6,a,true,true
1003733,339.48737555,310.34023509,712.74,323.69676907,39.91,178.185,9.6845203061,0,6370.052097,0,0,1,1,0,0,1592.5130243,2960.7028831,239.25,1.1849315068,1.1891891892,0,,suburban,unknown,false,0,de,false,false
1003744,1.0622585925,0.9034463687,193.13,0.9880773586,29.99,32.188333333,-0.818762739,0,977.9238864,0,0,0,0,4.5,5,162.9873144,-0.886824504,47.833333333,1.3719008264,1.347826087,0,,,unknown,false,6,a,false,true
1003745,0,0,59.98,0,29.99,29.99,-0.088449848,0,323.84432373,0,0,0,0,0,0,161.92216187,-0.131503684,54,5.75,5.625,0,professional,,yes,true,6,a,true,true
1003758,35.140216846,29.703969198,201.46,32.153767771,3.67,33.576666667,0.0723574525,0,357.45853213,0,0,0,0,4,4,59.576422021,-0.672487217,46.833333333,2.3058823529,2.4166666667,0,,suburban,yes,false,4,aa,true,true
1003769,0,0,123.82,0,19.67,20.636666667,-0.342661692,6,486.65653271,1,6,1,1,3.8333333333,3,81.109422118,0.4612524114,35.333333333,2.0285714286,2,0,,rural,yes,true,7,c,true,false
1003791,0,0,524.48,0,84.99,87.413333333,3.1494796594,0,1843.4393497,0,0,1,1,1.6666666667,2,307.23989162,2.8886288336,106.16666667,3.485915493,3.4347826087,0,,town,no,false,3,a,true,false
1003796,0,0,65.44,0,30,32.72,-0.634860921,4,622.67643809,2,4,0,0,5,5,311.33821904,0.031115366,145,3.9152542373,3.8965517241,0,clerical,suburban,yes,true,4,a,true,false
1003802,0,0,359.94,0,59.99,59.99,0.8729316266,0,2313.6663008,0,0,1,1,1,1,385.61105013,0.2240124562,154.16666667,2.9361702128,2.9210526316,0,professional,rural,yes,false,9,b,true,false
1003807,0,0,54.29,0,24.99,27.145,-0.547591265,0,120.02205601,0,0,0.5,0,4.5,5,60.011028006,-0.839604279,24,1.1818181818,1.1818181818,1,professional,,yes,true,9,a,true,true
1003831,0,0,179.96,0,44.99,44.99,0.6577008106,31,2402.0950643,7.75,31,0,0,6.5,6,600.52376607,8.5917365472,299,0.7536656891,0.754601227,0,,suburban,yes,true,9,a,true,false
1003833,0,0,306.87,0,49.99,51.145,0.111135808,0,3340.4325849,0,0,1,1,1.8333333333,2,556.73876415,-0.015494617,119,0.386407767,0.3908045977,0,,,yes,false,7,b,false,true
1003845,79.03067545,71.260852099,224.65,76.295764409,69.99,74.883333333,0.4672934587,9,1788.3729763,3,9,2.6666666667,2,8.3333333333,8,596.12432544,0.0524069895,246.66666667,3.1111111111,3.1,2,,,no,false,4,b,true,false
1003860,0,0,224.95,0,44.99,44.99,-0.3866394,0,1192.4199252,0,0,0,0,1,1,238.48398504,-0.58707683,36.2,1.3205128205,1.3125,0,,,no,false,6,a,true,true
1003874,72.770156125,67.202175901,358.39,69.485999028,30,59.731666667,0.3567459435,0,1912.5747042,0,0,1,1,6.5,6,318.7624507,0.2278936764,154.66666667,1.614084507,1.6071428571,0,,suburban,unknown,true,8,c,true,false
1003879,92.051059483,77.423185488,407.1,83.09788007,29.99,67.85,0.119102228,0,2078.5158597,0,0,1,1,2.1666666667,2,346.41930996,0.2501894884,99.166666667,4.3603603604,4.4,0,,,unknown,false,0,a,false,false
1003894,0,0,238.13,0,75,79.376666667,0.1061338018,9,2859.9172027,3,9,0,0,4.3333333333,4,953.30573422,1.5801560107,316.33333333,1.1278026906,1.125,0,,,no,false,3,c,false,false
1003896,111.59330462,104.0955642,436.61,106.87569762,40.16,72.768333333,-0.006352567,89,3900.8020302,14.833333333,89,0,0,6.8333333333,7,650.1336717,-0.339289739,245.33333333,1.3365079365,1.3365384615,1,professional,,yes,false,6,c,true,false
1003906,0,0,514.73,0,68.54,85.788333333,0.0891049547,0,3749.4575683,0,0,2,2,6,6,624.90959472,-0.084361381,161.5,2.411971831,2.4,15.166666667,,town,yes,false,5,c,true,true
1003908,67.350618155,65.316683355,203.17,66.30469962,29.99,50.7925,-0.393298276,0,1581.6002106,0,0,1,1,4.5,4,395.40005265,-0.297355744,168.75,1.8242677824,1.8095238095,0,,suburban,no,true,5,c,true,true
1003914,89.49636726,73.927371047,375.97,81.039748012,32.49,62.661666667,0.2739367063,12,4348.2515475,2,12,4.6666666667,5,1.8333333333,2,724.70859124,0.8117900797,267.83333333,5.9267241379,5.925,0,,,unknown,false,0,a,false,false
1003925,37.355708528,32.249528534,396.37,36.041647487,59.99,66.061666667,0.0327531646,0,3049.1503571,0,0,0,0,4.1666666667,3,508.19172619,-0.311109062,104.66666667,1.5322580645,1.5238095238,6,,suburban,no,false,5,a,false,true
1003930,0,0,25.16,0,0,5.032,-0.924467596,0,0,0,0,0,0,0,0,0,-1,0,,,0,,suburban,yes,true,6,de,true,true
1003939,43.991568352,37.38747227,340.83,41.040984221,39.99,56.805,10.417849899,40,10977.042031,6.6666666667,40,1,1,10.666666667,10,1829.5070051,I,247,1.0027027027,1,0,,,unknown,false,0,a,false,false
1003947,0,0,237.45,0,47.49,47.49,-0.156333274,26,1659.4109636,5.2,26,0,0,7.2,8,331.88219272,-0.813234696,116.8,3.9075630252,3.9166666667,0,professional,town,yes,true,6,a,true,false
1003957,124.18300033,106.80773575,423.43,116.77539054,39.98,70.571666667,0.4487260476,0,2812.6408534,0,0,0,0,4.5,5,468.77347556,0.2974645906,147.66666667,1.6290801187,1.6346153846,0,crafts,,unknown,true,6,a,true,false
1003969,0,0,152.32,0,29.99,30.464,-0.564098837,0,614.95563841,0,0,0,0,1.8,2,122.99112768,-0.702148382,33,3.3421052632,3.375,0,professional,suburban,yes,false,9,a,true,true
1003979,0.5173790625,0.4701925686,31.36,0.4964118205,5,5.2266666667,-0.827609203,0,50.017693234,0,0,0,0,0,0,8.3362822056,-0.938267485,3,0.5,0.5,0,,suburban,yes,true,6,a,true,true
1003980,0,0,61.36,0,29.99,30.68,5.0676982592,0,192.85563195,0,0,0,0,3,3,96.427815977,11.586339934,43,4.7333333333,4.625,0,,suburban,yes,false,8,a,true,false
1003993,4.6475470308,3.9562107236,196.52,4.3358521534,29.99,32.753333333,0.0851131654,0,1484.64093,0,0,0,0,1.3333333333,1,247.440155,1.5834167104,93.166666667,3.2348484848,3.2608695652,0,,suburban,unknown,false,0,b,false,false
1004002,0,0,92.22,0,29.99,30.74,-0.084900118,0,448.12948657,0,0,0,0,1,1,149.37649552,-0.441662675,62,2.9574468085,3,0,professional,town,yes,true,6,a,true,true
1004014,18.761011562,15.64526736,187.71,16.88974141,29.99,37.542,0.2253611557,0,563.36062162,0,0,0,0,5.4,5,112.67212432,-0.280669707,18,1.9032258065,1.8333333333,2,,,no,false,8,a,true,true
1004023,0,0,200.27,0,30,33.378333333,-0.145140162,0,1823.3035338,0,0,0,0,2.3333333333,2,303.8839223,1.7051388094,57.166666667,2.5,2.5333333333,1,retired,suburban,no,false,6,a,true,false
1004034,0,0,139.65,0,27.56,27.93,-0.144039228,5,486.94427738,1,5,0,0,0,0,97.388855476,-0.667050618,24.4,7.1333333333,7,0,,suburban,no,false,3,c,true,true
1004049,0,0,35.02,0,34.48,35.02,0.253848908,0,53.570211875,0,0,0,0,0,0,53.570211875,-0.431052737,9,1.25,1.25,0,professional,,no,false,5,a,true,true
1004064,25.035678129,0,420.43,15.944366119,69.51,70.071666667,1.0382638492,0,1892.2249979,0,0,2.3333333333,2,3,3,315.37083299,4.4853142975,156.66666667,2.9830508475,2.9459459459,0,professional,town,yes,true,9,a,true,false
1004081,0,0,25.13,0,24.99,25.13,-0.6479406,0,9.2818885121,0,0,0,0,0,0,9.2818885121,-0.968412776,0,,,0,professional,,yes,false,6,a,true,true
1004084,258.28618069,216.04451694,715.97,244.96006155,24.99,119.32833333,3.8519697573,0,5382.8062339,0,0,4.6666666667,5,6.1666666667,7,897.13437232,92.376411422,206,0.5147058824,0.5190839695,0,professional,suburban,no,false,9,a,true,false
1004100,0,0,202.41,0,32.49,33.735,-0.730583121,0,1786.4095403,0,0,0,0,2.6666666667,3,297.73492338,-0.680717067,118.33333333,25.296296296,26.5,0,,,no,true,6,a,true,true
1004106,3.3947069214,3.3947069214,17.69,3.3947069214,15.9,17.69,-0.461491629,0,7.8771881747,0,0,0,0,0,0,7.8771881747,-0.971534292,0,,,0,professional,town,yes,true,6,b,true,true
1004122,7.3111742239,6.2257636168,77.89,6.8000903567,16.99,19.4725,0.0672696439,0,79.836395778,0,0,0,0,0,0,19.959098944,1.4957290638,12.25,0.6896551724,0.7142857143,0,,suburban,unknown,false,4,a,true,false
1004135,31.158667697,28.937810035,571.03,30.018202302,84.99,95.171666667,4.0090042373,18,7582.96841,3,18,0,0,15.166666667,14,1263.8280683,64.23704314,440.83333333,2.5986394558,2.6048387097,0,self-employed,,yes,true,6,a,true,false
1004136,0,0,31.74,0,29.99,31.74,-0.664375595,0,54.469790575,0,0,0,0,1,1,54.469790575,-0.957528971,21,4.25,4.25,0,,,unknown,false,9,b,true,true
1004146,122.32460629,119.70122343,253.84,121.39121863,50,84.613333333,1.5708884688,0,2207.0939682,0,0,1,1,8.6666666667,8,735.69798941,13.164537553,267,2.4085106383,2.4146341463,0,student,suburban,no,false,5,b,true,false
1004154,3.78933633,3.2649100365,332.57,3.5289717245,52.9,55.428333333,-0.319852941,0,2474.9149662,0,0,2,2,4.3333333333,4,412.48582771,-0.458004142,91.666666667,6.7464788732,6.75,0,,town,unknown,false,0,a,false,true
1004165,118.80020337,109.4311142,144.44,114.11565878,41.98,72.22,0.3066666667,0,804.53192944,0,0,0.5,0,2.5,3,402.26596472,-0.04158973,76.5,2.06,2.04,0,professional,,no,false,4,b,true,true
1004174,139.53474086,124.49475276,581.07,133.24627909,84.99,96.845,0.3212906784,32,10039.242956,5.3333333333,32,1,1,14.333333333,16,1673.2071593,2.8667052716,443.83333333,2.1664684899,2.1615384615,0,,suburban,unknown,false,8,b,true,false
1004180,0,0,224.95,0,44.99,44.99,-0.530473805,58,3549.3715653,11.6,58,0,0,8.2,9,709.87431306,-0.565966743,181.2,0.5,0.5,0,,suburban,unknown,false,0,b,false,false
1004192,0,0,538.11,0,49.99,89.685,1.0622360525,0,5.9614565376,0,0,0,0,0,0,0.9935760896,-0.998606879,0,,,0,professional,,unknown,true,6,gy,true,true
1004198,0,0,53.63,0,10,13.4075,-0.852015521,0,825.56692693,0,0,0,0,1,1,206.39173173,224.20455189,73.25,0.2008196721,0.2096774194,0,professional,town,yes,true,1,a,true,false
1004213,0,0,62.87,0,59.99,62.87,3.579024035,0,50.956072553,0,0,0,0,2,2,50.956072553,-0.758531523,33,2.3,2.3,0,professional,,yes,false,9,a,true,true
1004221,0,0,179.97,0,59.99,59.99,-0.045808812,5,1473.9701257,1.6666666667,5,0,0,8.6666666667,8,491.32337524,8.5424443935,170.33333333,2.2547770701,2.25,0,retired,,no,false,4,b,false,false
1004236,45.732008833,39.433383821,353.61,41.324468567,42.49,58.935,-0.009168195,0,3283.9893228,0,0,1,1,3.8333333333,3,547.33155381,0.0521154266,164.66666667,3.0162601626,3.0526315789,3,,rural,unknown,true,2,a,true,false
1004238,8.7021959834,7.5057996489,354.42,8.2632599237,49.99,70.884,0.1451884253,0,5289.0308964,0,0,0,0,19.8,17,1057.8061793,0.9372750297,360.4,1.6229985444,1.6201550388,0,,suburban,unknown,false,6,a,true,false
1004252,0,0,182.98,0,30,30.496666667,-0.553694726,0,799.3383334,0,0,0,0,1,1,133.22305557,-0.854738487,59.833333333,4.1285714286,4,0,retired,,yes,true,6,a,true,true
1004272,0,0,49.75,0,49.75,49.75,0.6375905201,5,394.3968231,5,5,0,0,5,5,394.3968231,1.7395081081,181,2.2321428571,2.2321428571,0,,,unknown,false,0,z,false,false
1004282,0,0,35.08,0,16.99,17.54,-0.647638191,0,18.36921922,0,0,0,0,0,0,9.1846096101,-0.977790398,5,4,4,0,,,unknown,false,0,a,false,true
1004287,79.13552985,67.678347142,361.88,73.22934912,29.99,60.313333333,2.3719338277,9,1908.8109837,1.5,9,2.6666666667,3,5.3333333333,5,318.13516395,35.085244871,129.33333333,3.2404371585,3.2666666667,0.5,professional,,no,false,6,a,true,false
1004310,79.410257091,66.85023756,343.23,71.635603418,30,57.205,-0.026899002,0,2591.8436082,0,0,1,1,0,0,431.97393471,0.2982698592,4,3,3,0,,suburban,unknown,false,0,a,false,false
1004312,0,0,51.36,0,49.99,51.36,-0.107093185,0,312.15528279,0,0,0,0,2,2,312.15528279,-0.239320205,145,2.085106383,2.085106383,0,,suburban,yes,true,6,gy,true,true
1004323,2.0813325421,1.8384822593,542.34,1.9911205253,84.99,90.39,0.7634345794,6,3046.1971427,1,6,2.5,2,7.1666666667,6,507.69952378,0.5637835418,141.83333333,3.3418367347,3.28125,3.3333333333,,suburban,no,false,6,a,true,false
1004332,72.451202339,60.66186468,361.65,66.310086662,44.99,60.275,-0.303963785,0,2337.4462916,0,0,0,0,4.3333333333,4,389.57438193,-0.15538756,113.5,4.9736842105,5,1.8333333333,professional,town,yes,true,6,a,true,true
1004337,0,0,75.5,0,70,75.5,0.1976522843,0,724.16972081,0,0,2,2,9,9,724.16972081,0.7564490688,223,2.7166666667,2.7166666667,0,professional,town,yes,false,5,de,true,false
1004356,0,0,253.03,0,30,42.171666667,-0.431788079,0,697.83123106,0,0,0,0,1,1,116.30520518,-0.839229463,29.166666667,1.1084337349,1.0714285714,12,,suburban,yes,false,9,b,true,true
1004366,433.43884852,391.56194726,1023.4,409.54010627,61.07,255.85,5.2703962704,4,3980.995908,1,4,18.5,19,6.75,7,995.248977,7.3432657036,245.25,5.7655172414,5.8285714286,14.25,,,yes,true,4,b,false,false
1004382,0,0,308.54,0,49.99,51.423333333,-0.807286245,36,2728.4556595,6,36,0,0,0,0,454.74260991,-0.526160475,104.33333333,2.9620253165,2.9259259259,0,,suburban,unknown,false,0,b,false,false
1004386,32.295286132,32.295286132,43.88,32.295286132,41.99,43.88,-0.153549383,0,247.54682939,0,0,0,0,8,8,247.54682939,-0.462172276,80,6.2727272727,6.2727272727,1,,rural,yes,false,7,b,true,true
1004397,0,0,269.94,0,44.99,44.99,0.0252962625,43,2949.2973947,7.1666666667,43,0,0,2.1666666667,2,491.54956579,0.7511836442,126,1.5979381443,1.5813953488,0,professional,town,yes,true,7,a,true,false
1004402,0,0,99.98,0,49.99,49.99,0.111135808,2,214.74210429,1,2,2,2,4,4,107.37105215,-0.756901004,29.5,2.6875,2.625,0,professional,suburban,yes,false,9,a,true,true
1004409,17.587023237,16.378760831,218.58,16.981119268,30,36.43,-0.288457692,0,5236.8599345,0,0,0,0,7.3333333333,7,872.80998908,6.3677802159,284.66666667,0.8425026969,0.8405797101,0,,,unknown,false,7,gy,true,false
1004424,236.24118352,236.23669246,216.84,236.23893799,50,108.42,1.980039359,0,1587.7808855,0,0,2,2,10.5,10,793.89044275,0.0130269998,244,1.9938650307,1.987654321,0,,,no,false,3,b,true,false
1004430,3.0880750825,2.7230074208,107.38,2.9323340593,16.99,17.896666667,-0.83509434,0,122.42581003,0,0,0,0,1,1,20.404301671,-0.973984599,9.1666666667,3.5833333333,3.5,0,professional,,yes,false,7,a,true,true
1004440,22.43428824,20.197385022,343.8,21.642568454,50,57.3,2.3318077803,10,3192.9722272,1.6666666667,10,0.3333333333,0,1.6666666667,2,532.16203787,27.021694903,133.83333333,3.4860335196,3.5,0,professional,suburban,yes,true,9,aa,true,false
1004450,984.00264579,844.24207853,1612.17,899.41751563,44.97,322.434,4.4220467033,10,9492.8535123,2,10,3.2,3,34,37,1898.5707025,2.3281585507,669.4,2.1192917055,2.1157407407,0,,,no,false,1,a,true,false
1004465,0,0,69.43,0,69.43,69.43,-0.780131737,0,164.27452481,0,0,0,0,2,2,164.27452481,-0.913918193,41,0.64,0.64,8,,,unknown,false,0,gy,false,true
